candidate,party,criminal_cases,education,age,myneta_url
Thangamani.P,AIADMK,0,10th Pass,60,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=105
A.Venkatachalam,IND,0,8th Pass,54,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3232
B.Balakrishnan,IND,0,Others,33,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3225
G Ragavenderan,IND,0,8th Pass,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1364
G.Rajuganesan,IND,0,5th Pass,34,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3230
Gopalakrishnan,IND,0,Graduate Professional,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1358
Gowrisankaran,IND,0,Graduate,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3223
K.A.Vijayan,IND,0,Literate,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3231
K.Kamaraj,Makkal Needhi Maiam,0,10th Pass,52,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1367
K.Sellappan,IND,0,Illiterate,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1356
K.Venkatachalam,IND,0,5th Pass,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3233
Karthi,IND,0,Post Graduate,30,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1363
M.Dhanasekaran,IND,0,10th Pass,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1361
M.Kathavarayan,IND,0,8th Pass,64,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1355
M.Venkatachalam,DMK,0,Post Graduate,52,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1366
M.Yuvaraj,IND,0,10th Pass,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3228
Manikandan,IND,0,Graduate,31,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3227
P.Sengodagoundar,IND,0,Illiterate,63,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1369
P.Venkatachalam,IND,0,8th Pass,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3234
R.Kumar,Ambedkarite Party of India,0,Illiterate,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1353
R.Kumaresan,Manitha Urimaigal Kalaagam,0,10th Pass,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1354
S.Pongiyannan,IND,0,Post Graduate,53,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1360
S.Prabhakaran,IND,0,Others,36,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3226
S.Varun,Naam Tamilar Katchi,0,Post Graduate,29,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=511
Saravanan,IND,0,5th Pass,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1359
V.Amirthalingam,IND,0,8th Pass,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1362
"Prabhaharan, M.",DMK,6,Post Graduate,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=201
"Gunasekaran, A.",NCP,0,Post Graduate,47,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1976
"Maheshwari, M.",Naam Tamilar Katchi,0,Graduate,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=200
"Radhika, T.",Puthiya Tamilagam,0,Graduate Professional,29,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2442
"Rajendran, K.",DMDK,3,Others,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1977
"Sasikala, M.",Indiya Jananayaka Katchi,0,Graduate Professional,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2441
"Sathish, S.",IND,0,Graduate Professional,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2443
"Thamizhselvan, R.",AIADMK,0,Graduate,47,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=199
"Sivasankar, S.S.",DMK,46,Graduate Professional,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1395
"Arul, G.",IND,0,8th Pass,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1397
"Balamurugan, S.",IND,0,Graduate,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2448
"Gowthaman, V.",IND,12,12th Pass,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2445
"Kaarthikeyan, S.",Amma Makkal Munnettra Kazagam,0,Graduate,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1391
"Kalaiselvi, J.",IND,0,Post Graduate,47,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2444
Kalaiyarasi Saravanan,IND,0,8th Pass,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1392
"Kathiravan, C.",IND,0,Graduate Professional,50,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1385
"Manikandan, K.",IND,1,Illiterate,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1390
"Muthamilselvan, D.",IND,0,10th Pass,36,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1389
"Pandiyan, S.",BSP,0,Others,26,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1393
"Prakash, M.R.",IND,0,8th Pass,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2449
"Pugalenthi, Dr.S.",IND,0,Graduate,58,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=22
"Ramachandran, R.T.",AIADMK,0,8th Pass,47,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=107
"Ravanan, M.",New Generation Peoples Party,0,12th Pass,54,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1396
"Sathik Basha, A.S.",Makkal Needhi Maiam,0,10th Pass,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1387
"Selvam, J.",IND,0,Graduate,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2447
"Sureshkumar, S.",IND,0,Graduate,31,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2446
"Vinothkumar, M.",IND,0,Others,27,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2450
M.Chinnadurai,CPI(M),0,8th Pass,58,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1851
K. Manimuthu,IND,0,Graduate,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3240
Krm.Adhidravidar,Makkal Needhi Maiam,0,10th Pass,71,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1042
M.Ramila,Naam Tamilar Katchi,0,8th Pass,30,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=407
M.Thanaraj,Namadhu Makkal Katchi,0,8th Pass,53,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1045
P.Asaithambi,CPI(ML)(L),0,Graduate Professional,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1046
P.Karthikeyan,IND,3,10th Pass,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3238
P.Lenin,Amma Makkal Munnettra Kazagam,0,Post Graduate,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3236
S.Jayabharathi,AIADMK,0,Post Graduate,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1047
S.Malarvizhi,Anaithu Makkal Arasiyal Katchi,0,8th Pass,47,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3235
V.Ilaiyaraja,IND,0,Literate,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3237
V.Rethinam,IND,0,Post Graduate,57,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1043
Vijaya Basker C,AIADMK,1,Graduate Professional,47,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2109
Abdul Nazar K,IND,0,10th Pass,59,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3248
Alaguraja.V,BSP,0,Others,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2110
Arumugam P,Puthiya Tamilagam,0,10th Pass,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3243
Azhagu Meena P,Naam Tamilar Katchi,0,Post Graduate,30,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3242
Balasubramanian M,IND,0,Graduate,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3254
Dhanalakshmi.M,IND,0,10th Pass,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3251
Elayaraja R,IND,1,Graduate,31,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3249
Jothivel A,IND,0,12th Pass,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3260
Manikandan K,IND,0,8th Pass,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3255
Manikandan. C,IND,0,Post Graduate,31,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3256
Palaniappan,DMK,12,Graduate Professional,54,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=126
Palanisamy A,IND,0,10th Pass,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3253
Rajavarman R,IND,0,10th Pass,33,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3259
Ramesh M,IND,0,12th Pass,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3257
Rameshkumar.P,IND,0,10th Pass,31,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3258
Saravanan R,Makkal Needhi Maiam,0,10th Pass,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3245
Syeed Mohamed J,IND,0,8th Pass,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3250
Thiruventhiran V,IND,0,Graduate Professional,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3252
Vijay A,Anna Dravidar Kazhagam,0,Graduate,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3247
V.Muthuraja,DMK,0,Graduate Professional,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1991
A.Rajasekar,IND,0,12th Pass,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3273
Durai Guna,IND,4,8th Pass,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3270
I.Abdullah,IND,0,10th Pass,26,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3263
K.Dhanagopal,IND,0,10th Pass,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3269
Karthik Thondaiman,AIADMK,0,Graduate,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1990
Karthikeyan,IND,0,Graduate Professional,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3266
Karuppaiah . C,IND,2,Graduate,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3264
Kumar,My India Party,0,8th Pass,53,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3261
M. Saravana Deva,Namadhu Makkal Katchi,0,10th Pass,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=601
M.Subramanian,DMDK,0,5th Pass,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1989
N.Veeriah,IND,0,Post Graduate,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3275
P.Vijayakumar,IND,0,12th Pass,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3274
S .Karthikeyan,IND,0,10th Pass,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3265
S.Moorthy,Makkal Needhi Maiam,0,Graduate,52,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3262
S.Sahul Ameedu,IND,0,5th Pass,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3267
S.Soundar Raja,IND,0,Post Graduate,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3268
V.N.Muthukumar,IND,0,12th Pass,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3271
Vengadeshwaran,BSP,0,Graduate Professional,26,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1988
S.Regupathy,DMK,23,Graduate Professional,70,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2041
S. Gandipan,My India Party,0,5th Pass,47,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3276
Al.Mathialagan,IND,0,Post Graduate,27,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3293
C. Alagu Subbiah,IND,1,5th Pass,57,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3281
K.Selvakumar S/O Kamatchi,IND,4,12th Pass,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3288
K.Selvakumar S/O Kasi,IND,0,12th Pass,33,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3284
M. Durairajan,IND,0,8th Pass,52,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3290
M.Karthick,IND,3,Post Graduate,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3282
M.Selvakumar S/O Mariyappan,IND,0,Graduate Professional,27,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3285
M.Selvakumar S/O Murugan,IND,0,Graduate Professional,26,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3287
Muthuadaikkan Alias Adaikkalam,IND,0,10th Pass,54,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3294
P.K.Vairamuthu,AIADMK,0,12th Pass,66,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=665
R. Palaniyappan,IND,1,Graduate Professional,36,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3291
R.Sivakumar,Puthiya Tamilagam,0,Graduate Professional,56,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3277
R.Sundaram,IND,0,10th Pass,67,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3283
R.Thirumeni,Makkal Needhi Maiam,0,Graduate,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3279
S.Manikandan,IND,0,8th Pass,29,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3292
S.Purachibalan,Anna Dravidar Kazhagam,0,8th Pass,67,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3280
S.Selvakumar,IND,0,Graduate Professional,28,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3286
U.Sivaraman,Naam Tamilar Katchi,0,10th Pass,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3278
Udhayanidhi Stalin,DMK,22,Graduate,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=256
Balaji C,IND,0,Graduate Professional,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=910
Balaji K,IND,0,8th Pass,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2331
Ganesan P,IND,0,Graduate Professional,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=906
Jayasimmaraja S M,Naam Tamilar Katchi,0,Graduate Professional,26,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=912
Kannan C,IND,0,8th Pass,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=911
Kassali A.V.A,Pattali Makkal Katchi,0,5th Pass,61,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=914
Krishnadasan S,IND,0,10th Pass,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2326
Madhana Gopal T,IND,0,Graduate Professional,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=909
Mohammed Hussain,IND,0,10th Pass,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2333
Mohammed Idris K,Indiya Jananayaka Katchi,0,Post Graduate,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2323
Muniyandi,IND,0,Not Given,55,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=904
Nagarajan,IND,0,Graduate Professional,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=913
Raghu C,BSP,0,8th Pass,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=908
Rajendran L,Amma Makkal Munnettra Kazagam,3,12th Pass,58,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2322
Ravi E,IND,0,8th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2334
Senthil Kumar H,IND,0,10th Pass,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2329
Siva.V.Meyyanathan,DMK,29,Post Graduate,52,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1827
C.Jaya,Anaithu Makkal Puratchi Katchi,0,Graduate Professional,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=765
C.Thiruchelvam,Naam Tamilar Katchi,0,Graduate,55,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=767
D.Vidangar,Amma Makkal Munnettra Kazagam,0,Graduate,61,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=240
Dharma Thangavel,AIADMK,0,Post Graduate,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=766
G.Manimegalai,CPI(ML)(L),0,10th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=763
M.Chinnadurai,BSP,0,12th Pass,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=347
N.Vairavan,Makkal Needhi Maiam,0,Post Graduate,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=764
P.Balamurugan,My India Party,0,Others,33,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2120
T.Vinayagamoorthy,IND,0,8th Pass,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2122
V.Kannadasan,IND,0,10th Pass,30,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2121
Ramachandran T,INC,0,Graduate Professional,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3295
Amaladoss Sandhiyagu,Puthiya Tamilagam,0,Post Graduate,62,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3297
Arjunan R,IND,0,12th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3302
"Dhetchena Moorthy, Dr. S",IND,0,Graduate Professional,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3306
Humayun Kabir M I,Naam Tamilar Katchi,1,Graduate,53,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=808
Jeeva A,BSP,0,Not Given,52,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3296
Jegadeesan R,IND,0,10th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3312
Kumarappan B,My India Party,0,Post Graduate,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3299
Mahendran K,IND,0,12th Pass,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3308
Muthuselvam V,IND,0,Not Given,50,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3310
Pandiyan V,IND,0,10th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3307
Rajanayagam M,AIADMK,2,10th Pass,56,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=809
Ramalingaswami Adihithan. Ppc,Akhila India Jananayaka Makkal Katchi (Dr. Isaac),0,Post Graduate,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3298
Ramasamy R S,IND,0,Post Graduate,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3311
Sakthivel K,Tamizhaga Murpokku Makkal Katchi,0,Post Graduate,62,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3300
Shaik Mohamed B,Makkal Needhi Maiam,0,5th Pass,54,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3301
Syed Sulthan Ibrahim A,IND,0,Not Given,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3303
Velraj. K P,IND,0,Literate,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=810
Murugesan S,DMK,0,5th Pass,54,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1968
Govindan V,BSP,0,Post Graduate,66,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1969
Karuppu Raja M,Makkal Needhi Maiam,2,8th Pass,29,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3314
Kumar S,IND,0,10th Pass,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3319
Murukesan K,IND,0,5th Pass,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3321
Parthasarathi M,My India Party,0,Graduate,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3315
